customer_id,first_name,last_name,age,gender,city,state,signup_date,segment,membership_tier,preferred_channel,is_active,lifetime_value
545,Paulo,Lima,33.0,F,Goiania,GO,2023-01-19,consumer,gold,organic,1,40.45
546,Juyoung,Rodrigues,51.0,,Fortaleza,CE,2024-09-17,consumer,silver,referral,1,55.0
547,Gabriela,Matsuda,37.0,,Salvador,BA,2024-05-31,small_business,platinum,direct,1,20.98
548,Mateus,Kim,33.0,Other,Sao Paulo,SP,2025-11-13,small_business,silver,social,1,28.7
549,Carla,Nagata,43.0,Other,Rio de Janeiro,RJ,2025-09-13,consumer,bronze,social,1,53.52
550,Gabriela,Lima,31.0,M,Curitiba,PR,2024-09-03,enterprise,bronze,email,1,55.71
551,Mateus,Nagata,56.0,F,Fortaleza,CE,2025-04-07,consumer,silver,paid_search,1,60.62
552,Beatriz,Tanaka,36.0,F,Curitiba,PR,2024-06-15,consumer,bronze,paid_search,1,34.52
553,Karen,Pereira,28.0,,Fortaleza,CE,2024-01-24,small_business,platinum,email,0,109.95
554,Renata,Ferreira,46.0,M,Goiania,GO,2025-01-04,consumer,bronze,email,1,49.01
555,Pedro,Rodrigues,28.0,M,Salvador,BA,2023-09-20,consumer,bronze,paid_search,1,89.15
556,Hiro,Kim,25.0,Other,Porto Alegre,RS,2023-07-02,consumer,gold,referral,1,39.17
557,Isabela,Ribeiro,27.0,F,Porto Alegre,RS,2025-01-31,consumer,bronze,organic,1,87.8
558,Paulo,Almeida,24.0,,Goiania,GO,2023-05-26,consumer,gold,social,1,44.67
559,Julia,Lima,27.0,M,Recife,PE,2023-04-21,consumer,silver,email,1,87.76
560,Eduarda,Nagata,28.0,M,Fortaleza,CE,2025-07-26,small_business,bronze,organic,1,153.39
561,Yuki,Costa,35.0,F,Salvador,BA,2024-11-12,consumer,gold,social,1,
562,Luisa,Costa,18.0,M,Curitiba,PR,2024-03-04,small_business,bronze,organic,1,187.69
563,Valentina,Tanaka,28.0,,Rio de Janeiro,RJ,2023-09-23,consumer,bronze,organic,1,81.26
564,Ana,Santos,29.0,Other,Salvador,BA,2025-02-24,small_business,bronze,referral,1,141.78
565,Gabriela,Silva,40.0,M,Porto Alegre,RS,2025-12-23,small_business,bronze,organic,0,202.18
566,Eduarda,Souza,34.0,Other,Porto Alegre,RS,2024-10-01,small_business,bronze,paid_search,0,145.11
567,Joao,Matsuda,34.0,Other,Sao Paulo,SP,2024-09-02,small_business,bronze,email,1,77.58
568,Karen,Araujo,42.0,M,Goiania,GO,2023-10-02,enterprise,gold,referral,1,50.74
569,Hiro,Pereira,42.0,M,Recife,PE,2023-02-09,enterprise,bronze,paid_search,0,161.35
570,Felipe,Souza,18.0,F,Sao Paulo,SP,2025-10-30,consumer,gold,direct,1,52.69
571,Luisa,Melo,40.0,F,Goiania,GO,2024-06-07,consumer,bronze,organic,1,59.48
572,Bruno,Souza,34.0,,Goiania,GO,2023-02-10,consumer,silver,email,1,20.0
573,Juyoung,Lima,38.0,F,Curitiba,PR,2025-08-29,small_business,gold,referral,0,166.1
574,Mateus,Barbosa,24.0,M,Goiania,GO,2023-07-26,consumer,gold,direct,1,190.27
575,Pedro,Cardoso,45.0,F,Rio de Janeiro,RJ,2025-11-13,consumer,bronze,organic,1,34.34
576,Valentina,Almeida,46.0,M,Salvador,BA,2024-02-11,consumer,gold,social,1,57.09
577,Felipe,Santos,18.0,M,Recife,PE,2024-08-27,consumer,silver,organic,0,64.0
578,Hiro,Silva,,F,Salvador,BA,2024-11-08,consumer,gold,email,1,71.05
579,Eduarda,Oliveira,36.0,F,Fortaleza,CE,2025-10-08,consumer,gold,social,1,143.08
580,Yuki,Pereira,32.0,Other,Rio de Janeiro,RJ,2024-06-08,consumer,silver,organic,1,70.53
581,Camila,Costa,49.0,Other,Sao Paulo,SP,2023-07-24,consumer,silver,social,0,95.71
582,Nicolas,Souza,36.0,F,Goiania,GO,2024-10-02,consumer,platinum,direct,1,
583,Karen,Kim,18.0,Other,Brasilia,DF,2023-12-16,consumer,bronze,email,1,39.8
584,Camila,Nagata,39.0,,Rio de Janeiro,RJ,2025-02-02,consumer,silver,paid_search,1,29.93
585,Camila,Park,33.0,,Salvador,BA,2024-07-10,consumer,bronze,direct,1,147.74
586,Daniel,Lima,18.0,F,Goiania,GO,2023-12-08,small_business,bronze,social,1,20.0
587,Nicolas,Ribeiro,29.0,,Brasilia,DF,2023-08-01,consumer,bronze,direct,0,133.27
588,Valentina,Silva,35.0,M,Recife,PE,2025-01-04,consumer,bronze,social,1,87.32
589,Andre,Tanaka,38.0,F,Salvador,BA,2023-08-20,enterprise,silver,email,0,36.99
590,Juyoung,Barbosa,24.0,M,Porto Alegre,RS,2023-01-26,consumer,platinum,email,0,58.91
591,Renata,Barbosa,41.0,F,Goiania,GO,2024-11-23,consumer,gold,direct,1,20.0
592,Paulo,Kim,20.0,,Florianopolis,SC,2024-05-24,consumer,bronze,social,1,43.57
593,Ana,Costa,28.0,,Campinas,SP,2023-04-22,consumer,bronze,organic,1,75.39
594,Luisa,Araujo,33.0,Other,Brasilia,DF,2023-06-03,consumer,gold,email,1,48.54
595,Hiro,Melo,51.0,,Sao Paulo,SP,2025-11-04,enterprise,bronze,direct,1,67.43
596,Olivia,Ribeiro,36.0,,Rio de Janeiro,RJ,2025-07-29,consumer,bronze,referral,1,101.05
597,Pedro,Silva,26.0,,Rio de Janeiro,RJ,2025-10-15,consumer,gold,organic,1,198.51
598,Camila,Oliveira,46.0,Other,Campinas,SP,2023-01-01,consumer,bronze,direct,1,72.55
599,Yuki,Matsuda,33.0,Other,Campinas,SP,2024-02-28,consumer,bronze,email,1,138.57
600,Karen,Melo,33.0,,Belo Horizonte,MG,2025-07-19,consumer,bronze,email,1,85.78
601,Daniel,Souza,32.0,M,Porto Alegre,RS,2025-07-15,small_business,bronze,direct,0,
602,Sofia,Barbosa,50.0,F,Porto Alegre,RS,2024-08-20,consumer,bronze,direct,1,126.77
603,Eduarda,Tanaka,21.0,M,Brasilia,DF,2025-10-05,consumer,silver,social,0,94.01
604,Olivia,Almeida,30.0,F,Recife,PE,2024-03-17,small_business,gold,organic,1,32.28
605,Luisa,Matsuda,44.0,M,Sao Paulo,SP,2023-09-10,consumer,bronze,organic,1,180.05
606,Pedro,Santos,38.0,,Sao Paulo,SP,2025-12-22,small_business,bronze,organic,0,53.8
607,Luisa,Costa,18.0,M,Salvador,BA,2025-11-07,consumer,silver,organic,1,147.08
608,Marina,Cardoso,33.0,Other,Brasilia,DF,2023-08-01,consumer,bronze,direct,1,65.2
609,Valentina,Pereira,43.0,Other,Recife,PE,2025-05-07,consumer,gold,paid_search,1,36.14
610,Eduarda,Tanaka,33.0,Other,Salvador,BA,2023-10-01,small_business,gold,paid_search,1,46.45
611,Juyoung,Melo,32.0,M,Campinas,SP,2024-10-04,consumer,gold,organic,1,38.94
612,Mateus,Kim,18.0,M,Florianopolis,SC,2024-08-18,consumer,bronze,social,0,53.26
613,Renata,Melo,47.0,Other,Goiania,GO,2023-12-31,small_business,bronze,organic,1,80.47
614,Tiago,Ribeiro,22.0,,Porto Alegre,RS,2025-09-10,consumer,bronze,organic,1,23.31
615,Andre,Tanaka,24.0,F,Campinas,SP,2024-08-08,consumer,bronze,direct,1,96.06
616,Mateus,Santos,23.0,M,Brasilia,DF,2023-04-19,consumer,bronze,email,1,42.46
617,Eduarda,Santos,43.0,Other,Goiania,GO,2024-05-28,consumer,bronze,referral,1,91.22
618,Lucas,Matsuda,22.0,M,Campinas,SP,2023-03-08,consumer,platinum,organic,1,114.0
619,Hiro,Barbosa,42.0,Other,Campinas,SP,2025-03-07,small_business,bronze,social,1,199.89
620,Marina,Tanaka,18.0,Other,Sao Paulo,SP,2025-02-20,consumer,silver,direct,1,21.58
621,Pedro,Rodrigues,35.0,,Sao Paulo,SP,2023-01-27,small_business,silver,referral,0,86.08
622,Luisa,Ribeiro,24.0,M,Goiania,GO,2025-01-23,small_business,bronze,direct,0,44.43
623,Olivia,Costa,43.0,F,Belo Horizonte,MG,2024-08-25,consumer,silver,email,1,87.42
624,Daniel,Park,41.0,Other,Brasilia,DF,2025-11-18,consumer,bronze,referral,1,194.24
625,Tiago,Rodrigues,,,Brasilia,DF,2023-11-26,consumer,gold,paid_search,0,105.06
626,Eduarda,Nagata,36.0,Other,Brasilia,DF,2023-03-23,small_business,bronze,referral,1,36.87
627,Carla,Nagata,41.0,M,Fortaleza,CE,2025-01-03,consumer,silver,organic,0,65.14
628,Nicolas,Melo,23.0,F,Campinas,SP,2023-11-23,consumer,bronze,paid_search,1,209.95
629,Karen,Kim,35.0,,Belo Horizonte,MG,2024-11-10,consumer,silver,organic,0,117.07
630,Daniel,Kim,18.0,M,Goiania,GO,2023-01-19,small_business,bronze,organic,1,125.87
631,Marina,Souza,36.0,Other,Goiania,GO,2024-10-19,consumer,gold,referral,1,21.87
632,Renata,Barbosa,37.0,F,Campinas,SP,2025-02-06,consumer,bronze,paid_search,1,72.88
633,Karen,Barbosa,45.0,F,Goiania,GO,2024-01-30,consumer,bronze,referral,1,157.87
634,Ana,Oliveira,40.0,M,Campinas,SP,2025-12-28,consumer,bronze,organic,1,213.73
635,Gabriela,Melo,36.0,,Recife,PE,2023-08-01,consumer,bronze,referral,1,98.29
636,Ana,Matsuda,24.0,F,Rio de Janeiro,RJ,2023-11-11,consumer,bronze,email,1,150.4
637,Rafael,Rodrigues,34.0,M,Sao Paulo,SP,2023-12-31,consumer,bronze,email,1,92.98
638,Olivia,Park,18.0,F,Recife,PE,2025-03-05,consumer,bronze,paid_search,0,164.36
639,Ana,Cardoso,48.0,F,Rio de Janeiro,RJ,2025-12-31,small_business,platinum,email,1,20.0
640,Beatriz,Barbosa,21.0,Other,Rio de Janeiro,RJ,2025-01-02,consumer,silver,email,1,34.98
641,Marina,Park,37.0,F,Curitiba,PR,2025-06-15,consumer,silver,email,1,37.99
642,Eduarda,Park,39.0,Other,Campinas,SP,2024-03-26,consumer,gold,email,1,82.85
643,Mateus,Kim,54.0,F,Brasilia,DF,2024-09-02,small_business,bronze,organic,1,36.28
644,Daniel,Santos,,,Campinas,SP,2023-10-17,consumer,silver,organic,0,36.99
645,Gabriela,Kim,35.0,M,Rio de Janeiro,RJ,2024-09-16,consumer,bronze,email,1,38.77
646,Gabriela,Souza,33.0,F,Belo Horizonte,MG,2024-06-01,consumer,bronze,paid_search,1,46.83
647,Yuki,Melo,49.0,F,Campinas,SP,2025-08-02,consumer,silver,social,1,94.11
648,Karen,Kim,39.0,M,Belo Horizonte,MG,2025-09-24,consumer,gold,organic,1,195.94
649,Andre,Almeida,23.0,,Fortaleza,CE,2023-05-23,consumer,bronze,referral,1,139.49
650,Juyoung,Ribeiro,40.0,Other,Goiania,GO,2024-09-18,consumer,bronze,email,1,61.42
651,Ana,Nagata,28.0,M,Recife,PE,2023-12-12,consumer,silver,organic,1,60.38
652,Isabela,Kim,22.0,Other,Goiania,GO,2025-06-12,consumer,gold,social,1,24.23
653,Lucas,Ferreira,26.0,F,Salvador,BA,2025-07-01,consumer,bronze,direct,1,215.28
654,Camila,Rodrigues,38.0,M,Fortaleza,CE,2023-06-17,consumer,silver,email,1,72.14
655,Pedro,Oliveira,18.0,F,Belo Horizonte,MG,2024-06-23,consumer,bronze,organic,1,36.07
656,Camila,Ribeiro,55.0,M,Goiania,GO,2023-03-05,small_business,silver,paid_search,1,136.23
657,Sofia,Melo,25.0,M,Campinas,SP,2024-06-17,consumer,gold,social,1,69.89
658,Eduarda,Matsuda,33.0,F,Belo Horizonte,MG,2024-08-18,consumer,silver,organic,1,63.73
659,Mateus,Pereira,39.0,M,Campinas,SP,2023-01-22,small_business,bronze,social,1,162.95
660,Felipe,Costa,38.0,M,Brasilia,DF,2025-07-02,consumer,platinum,organic,1,93.86
661,Bruno,Pereira,38.0,M,Salvador,BA,2025-01-04,consumer,platinum,email,1,20.0
662,Bruno,Almeida,27.0,Other,Porto Alegre,RS,2024-04-24,consumer,silver,social,0,52.36
663,Bruno,Nagata,42.0,Other,Salvador,BA,2023-04-06,consumer,bronze,social,0,75.54
664,Marina,Park,38.0,F,Curitiba,PR,2023-12-23,consumer,bronze,referral,1,85.71
665,Renata,Park,38.0,Other,Recife,PE,2024-04-01,small_business,silver,social,1,129.13
666,Renata,Lima,56.0,M,Salvador,BA,2023-01-14,consumer,silver,email,1,113.68
667,Gabriela,Lima,35.0,Other,Goiania,GO,2024-07-29,small_business,silver,paid_search,1,46.13
668,Nicolas,Nagata,32.0,,Rio de Janeiro,RJ,2024-04-16,consumer,bronze,paid_search,1,41.14
669,Tiago,Costa,32.0,,Salvador,BA,2024-03-07,consumer,silver,social,1,47.64
670,Tiago,Ribeiro,34.0,F,Sao Paulo,SP,2023-09-19,consumer,bronze,email,1,33.02
671,Felipe,Rodrigues,35.0,,Brasilia,DF,2023-04-25,enterprise,bronze,organic,0,123.24
672,Andre,Ferreira,35.0,M,Fortaleza,CE,2023-02-08,consumer,bronze,direct,1,29.9
673,Felipe,Pereira,29.0,M,Salvador,BA,2025-09-13,consumer,bronze,organic,1,58.49
674,Isabela,Costa,26.0,Other,Brasilia,DF,2025-11-12,enterprise,silver,direct,0,30.85
675,Hiro,Park,43.0,F,Fortaleza,CE,2023-05-21,consumer,bronze,email,1,
676,Mateus,Tanaka,30.0,F,Campinas,SP,2025-10-29,consumer,bronze,paid_search,0,20.0
677,Andre,Melo,49.0,F,Fortaleza,CE,2023-03-21,consumer,bronze,paid_search,0,99.38
678,Andre,Cardoso,38.0,F,Goiania,GO,2023-09-24,consumer,silver,social,1,48.37
679,Renata,Tanaka,32.0,F,Goiania,GO,2025-06-02,consumer,gold,direct,1,53.84
680,Rafael,Araujo,34.0,,Recife,PE,2024-04-14,consumer,bronze,social,1,68.77
681,Nicolas,Lima,39.0,M,Florianopolis,SC,2023-07-20,consumer,gold,social,1,48.42
682,Valentina,Melo,38.0,M,Rio de Janeiro,RJ,2024-08-03,small_business,bronze,email,0,
683,Tiago,Barbosa,46.0,F,Florianopolis,SC,2023-01-15,consumer,silver,direct,0,20.0
684,Nicolas,Kim,24.0,,Belo Horizonte,MG,2024-10-08,consumer,bronze,direct,1,177.24
685,Julia,Melo,28.0,Other,Curitiba,PR,2024-06-19,consumer,silver,social,1,32.97
686,Luisa,Almeida,48.0,,Goiania,GO,2025-03-24,consumer,silver,email,1,203.29
687,Isabela,Ferreira,40.0,,Campinas,SP,2025-09-17,consumer,bronze,referral,1,40.96
688,Pedro,Pereira,42.0,M,Goiania,GO,2023-09-01,consumer,gold,referral,1,34.94
689,Rafael,Nagata,22.0,F,Campinas,SP,2025-03-31,consumer,bronze,email,1,65.27
690,Rafael,Oliveira,18.0,,Goiania,GO,2023-01-11,consumer,bronze,email,1,65.41
691,Carla,Rodrigues,32.0,F,Recife,PE,2023-06-30,consumer,silver,email,1,30.58
692,Beatriz,Park,43.0,Other,Florianopolis,SC,2025-02-26,consumer,bronze,direct,1,68.79
693,Luisa,Costa,36.0,,Fortaleza,CE,2023-04-28,small_business,silver,referral,1,
694,Joao,Almeida,21.0,M,Goiania,GO,2025-11-27,consumer,bronze,paid_search,1,79.22
695,Lucas,Pereira,55.0,M,Goiania,GO,2023-03-15,consumer,silver,organic,0,148.24
696,Lucas,Park,34.0,M,Curitiba,PR,2025-03-29,consumer,bronze,social,1,30.69
697,Beatriz,Oliveira,44.0,Other,Florianopolis,SC,2023-05-21,small_business,bronze,organic,1,95.82
698,Valentina,Almeida,57.0,,Curitiba,PR,2024-04-08,consumer,silver,direct,1,27.45
699,Nicolas,Barbosa,24.0,F,Curitiba,PR,2023-12-25,small_business,bronze,paid_search,1,122.03
700,Rafael,Barbosa,25.0,Other,Porto Alegre,RS,2023-08-28,consumer,gold,social,1,43.32
701,Luisa,Pereira,41.0,,Recife,PE,2025-09-17,small_business,bronze,social,1,41.49
702,Paulo,Souza,34.0,,Fortaleza,CE,2023-02-26,small_business,bronze,referral,1,71.29
703,Rafael,Nagata,24.0,Other,Belo Horizonte,MG,2024-04-15,consumer,silver,email,1,56.23
704,Hiro,Ferreira,18.0,Other,Sao Paulo,SP,2024-06-23,consumer,silver,referral,1,68.59
705,Karen,Kim,18.0,Other,Brasilia,DF,2025-09-02,consumer,gold,direct,1,45.62
706,Paulo,Almeida,38.0,M,Florianopolis,SC,2024-01-25,small_business,bronze,direct,1,78.26
707,Gabriela,Pereira,29.0,Other,Belo Horizonte,MG,2024-04-14,consumer,bronze,paid_search,1,59.77
708,Beatriz,Oliveira,36.0,,Rio de Janeiro,RJ,2023-09-03,consumer,gold,direct,1,75.77
709,Julia,Araujo,38.0,Other,Campinas,SP,2023-03-28,enterprise,silver,paid_search,1,40.63
710,Paulo,Costa,35.0,Other,Fortaleza,CE,2024-07-16,consumer,bronze,direct,1,251.52
711,Bruno,Barbosa,45.0,,Fortaleza,CE,2023-09-20,small_business,gold,direct,1,31.35
712,Lucas,Park,44.0,M,Sao Paulo,SP,2025-10-26,consumer,bronze,direct,0,112.55
713,Olivia,Nagata,34.0,F,Rio de Janeiro,RJ,2025-11-27,consumer,gold,social,0,60.94
714,Karen,Kim,35.0,Other,Recife,PE,2023-07-26,consumer,silver,social,1,139.43
715,Isabela,Araujo,46.0,Other,Curitiba,PR,2024-04-30,small_business,silver,organic,1,60.88
716,Gabriela,Tanaka,46.0,Other,Salvador,BA,2025-05-18,consumer,gold,referral,0,125.77
717,Olivia,Costa,43.0,M,Recife,PE,2024-07-26,consumer,platinum,email,1,58.34
718,Rafael,Pereira,24.0,,Florianopolis,SC,2024-07-06,enterprise,bronze,referral,1,40.36
719,Paulo,Silva,38.0,,Florianopolis,SC,2023-11-03,consumer,bronze,paid_search,1,68.28
720,Sofia,Nagata,44.0,Other,Goiania,GO,2025-11-24,consumer,silver,organic,1,60.65
721,Marina,Souza,32.0,F,Fortaleza,CE,2023-04-08,consumer,silver,social,1,62.56
722,Camila,Souza,27.0,Other,Curitiba,PR,2025-09-02,small_business,silver,social,1,94.6
723,Lucas,Silva,42.0,Other,Porto Alegre,RS,2024-06-11,consumer,bronze,email,1,40.57
724,Tiago,Ribeiro,41.0,M,Fortaleza,CE,2024-02-12,consumer,bronze,paid_search,1,61.98
725,Karen,Barbosa,26.0,,Curitiba,PR,2024-12-28,consumer,bronze,referral,1,91.17
726,Olivia,Lima,24.0,Other,Recife,PE,2024-08-09,consumer,bronze,paid_search,1,59.81
727,Julia,Oliveira,28.0,Other,Fortaleza,CE,2025-04-08,consumer,platinum,paid_search,0,81.24
728,Juyoung,Rodrigues,46.0,,Porto Alegre,RS,2024-08-19,consumer,silver,email,1,50.96
729,Pedro,Ribeiro,36.0,,Salvador,BA,2025-01-13,consumer,platinum,referral,1,65.8
730,Eduarda,Pereira,36.0,F,Brasilia,DF,2023-02-17,small_business,bronze,email,1,67.39
731,Daniel,Oliveira,40.0,,Recife,PE,2023-07-30,consumer,gold,organic,1,47.86
732,Renata,Oliveira,26.0,M,Sao Paulo,SP,2025-03-24,consumer,bronze,email,1,42.27
733,Hiro,Pereira,18.0,,Recife,PE,2024-09-25,small_business,gold,social,1,31.91
734,Camila,Costa,,Other,Brasilia,DF,2025-12-14,consumer,bronze,organic,1,54.82
735,Olivia,Melo,37.0,,Porto Alegre,RS,2025-09-02,consumer,bronze,direct,1,39.21
736,Tiago,Cardoso,35.0,,Florianopolis,SC,2023-12-29,consumer,platinum,paid_search,1,145.76
737,Joao,Kim,36.0,M,Goiania,GO,2025-12-29,consumer,silver,referral,1,57.72
738,Lucas,Tanaka,32.0,Other,Salvador,BA,2024-09-22,consumer,bronze,paid_search,1,
739,Lucas,Ferreira,21.0,F,Campinas,SP,2023-10-07,consumer,bronze,paid_search,1,73.38
740,Joao,Silva,40.0,Other,Salvador,BA,2025-09-04,consumer,bronze,email,0,108.47
741,Gabriela,Tanaka,21.0,,Sao Paulo,SP,2025-02-04,consumer,bronze,direct,1,22.74
742,Camila,Park,30.0,F,Brasilia,DF,2025-03-09,consumer,bronze,direct,0,61.92
743,Luisa,Cardoso,30.0,Other,Belo Horizonte,MG,2025-11-24,enterprise,bronze,referral,1,78.38
744,Rafael,Rodrigues,22.0,F,Florianopolis,SC,2025-12-25,consumer,platinum,direct,1,89.35
745,Yuki,Matsuda,45.0,Other,Curitiba,PR,2023-08-15,consumer,bronze,paid_search,1,88.99
746,Karen,Silva,24.0,F,Salvador,BA,2024-01-20,consumer,gold,social,0,52.53
747,Isabela,Lima,27.0,F,Rio de Janeiro,RJ,2024-07-31,consumer,silver,email,1,43.56
748,Paulo,Almeida,44.0,Other,Brasilia,DF,2023-01-31,consumer,silver,direct,1,50.51
749,Olivia,Santos,46.0,M,Salvador,BA,2025-01-30,consumer,silver,paid_search,0,34.32
750,Sofia,Araujo,20.0,Other,Recife,PE,2023-05-27,consumer,bronze,organic,1,95.09
751,Luisa,Pereira,33.0,,Sao Paulo,SP,2023-09-07,consumer,bronze,direct,0,58.59
752,Olivia,Souza,37.0,M,Sao Paulo,SP,2024-02-12,small_business,silver,social,1,179.86
753,Beatriz,Nagata,23.0,F,Goiania,GO,2024-10-01,small_business,bronze,direct,1,27.49
754,Daniel,Rodrigues,43.0,Other,Campinas,SP,2025-12-02,consumer,bronze,social,1,77.15
755,Daniel,Pereira,37.0,Other,Sao Paulo,SP,2024-03-22,consumer,bronze,direct,1,
756,Marina,Pereira,,F,Curitiba,PR,2023-09-03,small_business,silver,referral,1,60.5
757,Juyoung,Cardoso,26.0,F,Florianopolis,SC,2025-08-31,small_business,bronze,referral,1,21.23
758,Mateus,Cardoso,47.0,F,Salvador,BA,2023-07-07,small_business,gold,social,0,102.14
759,Juyoung,Melo,50.0,M,Goiania,GO,2023-11-12,consumer,gold,paid_search,1,37.88
760,Rafael,Matsuda,39.0,F,Porto Alegre,RS,2024-12-12,consumer,bronze,paid_search,1,42.86
761,Isabela,Santos,19.0,,Porto Alegre,RS,2023-10-03,enterprise,silver,direct,1,63.11
762,Gabriela,Ribeiro,43.0,Other,Campinas,SP,2025-09-30,consumer,silver,paid_search,1,64.35
763,Julia,Cardoso,31.0,M,Salvador,BA,2024-07-17,consumer,bronze,direct,1,54.5
764,Joao,Rodrigues,43.0,,Brasilia,DF,2025-07-09,consumer,bronze,referral,1,
765,Marina,Costa,42.0,Other,Goiania,GO,2025-11-02,enterprise,silver,paid_search,1,105.27
766,Pedro,Oliveira,30.0,,Belo Horizonte,MG,2024-10-18,small_business,silver,social,1,41.95
767,Luisa,Melo,29.0,Other,Goiania,GO,2025-10-15,small_business,bronze,referral,1,115.36
768,Daniel,Souza,31.0,F,Goiania,GO,2024-10-21,consumer,silver,social,1,30.96
769,Julia,Santos,28.0,,Brasilia,DF,2024-01-01,consumer,bronze,email,1,46.21
770,Mateus,Araujo,26.0,Other,Sao Paulo,SP,2025-03-06,enterprise,silver,direct,1,207.32
771,Ana,Almeida,27.0,F,Belo Horizonte,MG,2023-05-26,consumer,silver,email,1,82.92
772,Lucas,Melo,30.0,,Goiania,GO,2023-05-05,consumer,platinum,referral,1,34.42
773,Camila,Cardoso,39.0,F,Florianopolis,SC,2023-04-30,consumer,silver,email,1,158.92
774,Gabriela,Barbosa,65.0,M,Curitiba,PR,2023-06-09,consumer,silver,organic,1,33.98
775,Renata,Pereira,53.0,M,Belo Horizonte,MG,2024-01-31,consumer,bronze,email,1,41.9
776,Pedro,Souza,18.0,Other,Campinas,SP,2025-04-30,consumer,bronze,social,1,67.83
777,Andre,Souza,50.0,M,Florianopolis,SC,2025-05-24,consumer,bronze,direct,1,82.8
778,Mateus,Costa,20.0,,Campinas,SP,2024-11-22,consumer,silver,organic,0,95.16
779,Julia,Kim,29.0,,Porto Alegre,RS,2024-10-26,consumer,silver,referral,0,97.51
780,Tiago,Melo,24.0,Other,Porto Alegre,RS,2024-05-07,consumer,bronze,direct,0,75.13
781,Marina,Silva,33.0,Other,Salvador,BA,2025-07-05,small_business,bronze,social,0,47.11
782,Andre,Ferreira,,M,Campinas,SP,2023-10-04,consumer,bronze,paid_search,0,28.38
783,Luisa,Rodrigues,26.0,M,Porto Alegre,RS,2023-02-14,small_business,platinum,direct,1,57.06
784,Eduarda,Lima,49.0,M,Salvador,BA,2024-12-29,consumer,silver,social,1,107.91
785,Tiago,Park,25.0,M,Curitiba,PR,2023-07-08,consumer,gold,organic,1,118.39
786,Rafael,Araujo,36.0,F,Florianopolis,SC,2024-10-26,consumer,bronze,paid_search,1,105.59
787,Pedro,Ribeiro,41.0,F,Curitiba,PR,2023-03-18,consumer,bronze,direct,1,360.97
788,Andre,Tanaka,26.0,F,Porto Alegre,RS,2024-12-13,consumer,platinum,email,0,74.35
789,Yuki,Park,48.0,F,Belo Horizonte,MG,2023-01-24,consumer,gold,email,1,87.29
790,Karen,Barbosa,24.0,M,Fortaleza,CE,2023-11-03,consumer,bronze,direct,1,80.73
791,Olivia,Cardoso,22.0,F,Florianopolis,SC,2025-03-15,consumer,gold,social,1,125.51
792,Eduarda,Lima,29.0,,Curitiba,PR,2025-03-18,consumer,silver,organic,1,71.37
793,Isabela,Oliveira,30.0,,Sao Paulo,SP,2025-03-28,consumer,gold,social,1,55.51
794,Paulo,Melo,47.0,,Brasilia,DF,2023-10-04,small_business,bronze,social,1,58.29
795,Hiro,Pereira,45.0,,Belo Horizonte,MG,2025-12-09,consumer,platinum,referral,1,52.86
796,Daniel,Tanaka,23.0,Other,Fortaleza,CE,2023-07-03,small_business,bronze,paid_search,1,156.38
797,Luisa,Ferreira,39.0,Other,Porto Alegre,RS,2023-02-19,consumer,bronze,social,1,46.81
798,Olivia,Santos,47.0,M,Salvador,BA,2023-10-26,enterprise,bronze,direct,1,113.49
799,Luisa,Oliveira,31.0,F,Porto Alegre,RS,2023-11-16,enterprise,bronze,paid_search,1,76.64
800,Julia,Ferreira,,F,Fortaleza,CE,2023-10-30,consumer,gold,paid_search,0,26.62
801,Karen,Almeida,31.0,M,Salvador,BA,2023-02-16,consumer,bronze,social,0,21.46
802,Sofia,Araujo,43.0,M,Campinas,SP,2024-06-13,consumer,silver,email,1,75.53
803,Marina,Ribeiro,26.0,F,Goiania,GO,2023-02-07,consumer,bronze,email,1,180.14
804,Gabriela,Cardoso,32.0,,Sao Paulo,SP,2024-08-04,enterprise,silver,social,1,52.83
805,Marina,Rodrigues,40.0,Other,Sao Paulo,SP,2023-05-17,small_business,gold,social,1,178.22
806,Julia,Park,37.0,,Sao Paulo,SP,2024-08-22,consumer,bronze,direct,1,63.0
807,Andre,Nagata,34.0,F,Florianopolis,SC,2023-07-23,consumer,gold,paid_search,1,42.6
808,Sofia,Silva,27.0,Other,Campinas,SP,2025-07-26,enterprise,silver,paid_search,1,70.14
809,Ana,Kim,29.0,Other,Recife,PE,2023-11-18,consumer,bronze,paid_search,1,107.37
810,Isabela,Santos,18.0,,Belo Horizonte,MG,2025-10-23,consumer,bronze,direct,1,60.56
811,Hiro,Lima,33.0,,Sao Paulo,SP,2024-07-27,consumer,gold,social,1,80.17
812,Renata,Cardoso,36.0,M,Rio de Janeiro,RJ,2025-02-21,consumer,bronze,organic,0,49.13
813,Nicolas,Ferreira,29.0,Other,Fortaleza,CE,2023-11-09,consumer,silver,social,0,82.74
814,Yuki,Lima,37.0,M,Brasilia,DF,2024-02-28,consumer,silver,social,1,78.11
815,Beatriz,Lima,44.0,M,Curitiba,PR,2025-12-08,small_business,platinum,social,1,26.07
816,Karen,Oliveira,36.0,F,Fortaleza,CE,2023-11-20,consumer,bronze,social,1,34.67
817,Luisa,Nagata,35.0,,Brasilia,DF,2023-03-02,consumer,bronze,social,1,45.8
818,Pedro,Rodrigues,25.0,M,Curitiba,PR,2025-06-26,consumer,bronze,direct,1,33.93
